date,reason
3/10/2016 6:58,12 - Non-Degree
3/21/2016 6:56,12 - Non-Degree
3/21/2016 8:58,12 - Non-Degree
3/22/2016 6:54,12 - Non-Degree
3/22/2016 6:54,12 - Non-Degree
3/22/2016 6:55,12 - Non-Degree
3/29/2016 6:55,12 - Non-Degree
4/5/2016 6:58,12 - Non-Degree
4/6/2016 6:59,12 - Non-Degree
4/6/2016 9:10,12 - Non-Degree
4/6/2016 9:10,12 - Non-Degree
4/7/2016 8:14,12 - Non-Degree
4/8/2016 6:57,12 - Non-Degree
4/11/2016 7:00,12 - Non-Degree
4/19/2016 7:03,12 - Non-Degree
4/20/2016 6:56,12 - Non-Degree
4/21/2016 6:58,12 - Non-Degree
4/25/2016 7:00,12 - Non-Degree
4/26/2016 6:58,12 - Non-Degree
4/26/2016 8:55,12 - Non-Degree
4/27/2016 9:04,12 - Non-Degree
4/29/2016 8:43,12 - Non-Degree
5/10/2016 8:19,12 - Non-Degree
5/16/2016 6:54,12 - Non-Degree
5/23/2016 7:45,12 - Non-Degree
5/23/2016 7:45,12 - Non-Degree
5/23/2016 7:45,12 - Non-Degree
5/26/2016 6:52,12 - Non-Degree
5/26/2016 6:52,12 - Non-Degree
6/1/2016 9:49,12 - Non-Degree
10/11/2016 6:56,12 - Non-Degree
6/6/2016 8:27,12 - Non-Degree
6/23/2016 9:33,12 - Non-Degree
7/5/2016 7:21,12 - Non-Degree
7/5/2016 7:22,12 - Non-Degree
7/7/2016 6:57,12 - Non-Degree
7/13/2016 7:00,12 - Non-Degree
7/14/2016 6:53,12 - Non-Degree
7/19/2016 6:51,12 - Non-Degree
8/16/2016 9:14,12 - Non-Degree
8/23/2016 8:25,12 - Non-Degree
8/30/2016 6:58,12 - Non-Degree
8/30/2016 8:13,12 - Non-Degree
